dt,tile_id,pixel,category,year_no
2016-09-24T07:49:32Z,35KQR,4,6,0
2018-09-19T07:46:09Z,35KQR,5,6,1
2018-09-14T07:46:11Z,35KQR,5,6,1
2018-09-12T07:59:59Z,35KQR,5,0,1
2018-09-09T07:45:59Z,35KQR,5,6,1
2018-09-07T07:56:11Z,35KQR,5,0,1
2018-09-04T07:46:11Z,35KQR,5,6,1
2018-09-02T07:55:59Z,35KQR,5,0,1
2018-08-30T07:45:59Z,35KQR,5,6,1
2018-08-25T07:46:11Z,35KQR,5,6,1
2018-08-23T07:55:59Z,35KQR,5,0,1
2018-08-20T07:46:09Z,35KQR,5,6,1
2018-08-15T07:47:21Z,35KQR,5,6,1
2018-08-13T07:56:09Z,35KQR,5,0,1
2018-08-10T07:46:09Z,35KQR,5,6,1
2018-08-08T07:56:11Z,35KQR,5,0,1
2018-08-05T07:46:11Z,35KQR,5,6,1
2018-07-31T07:46:09Z,35KQR,5,6,1
2018-07-29T07:56:11Z,35KQR,5,0,1
2018-07-26T07:46:11Z,35KQR,5,6,1
2018-07-24T07:56:09Z,35KQR,5,0,1
2018-07-21T07:46:09Z,35KQR,5,6,1
2018-07-16T07:46:11Z,35KQR,5,6,1
2018-07-14T07:56:09Z,35KQR,5,0,1
2018-07-11T07:46:09Z,35KQR,5,6,1
2018-07-06T07:46:11Z,35KQR,5,10,1
2018-07-01T07:46:09Z,35KQR,5,6,1
2018-06-29T07:56:11Z,35KQR,5,0,1
2018-06-26T07:47:31Z,35KQR,5,6,1
2018-06-24T07:56:09Z,35KQR,5,0,1
2018-06-21T07:46:09Z,35KQR,5,10,1
2018-06-19T07:56:11Z,35KQR,5,0,1
2018-06-16T07:46:11Z,35KQR,5,6,1
2018-06-14T07:56:09Z,35KQR,5,0,1
2018-06-11T07:46:09Z,35KQR,5,6,1
2018-06-09T07:56:11Z,35KQR,5,0,1
2018-06-06T07:50:11Z,35KQR,5,6,1
2018-06-04T07:56:09Z,35KQR,5,0,1
2018-06-01T07:46:09Z,35KQR,5,6,1
2018-05-30T07:56:11Z,35KQR,5,0,1
2018-05-27T07:47:31Z,35KQR,5,6,1
2018-05-25T07:56:09Z,35KQR,5,0,1
2018-05-22T07:47:19Z,35KQR,5,6,1
2018-05-17T07:46:11Z,35KQR,5,6,1
2018-05-12T07:47:29Z,35KQR,5,6,1
2018-05-10T07:56:11Z,35KQR,5,0,1
2018-05-07T07:46:11Z,35KQR,5,6,1
2018-05-02T07:46:09Z,35KQR,5,10,1
2018-04-30T07:56:11Z,35KQR,5,0,1
2018-04-27T07:46:11Z,35KQR,5,6,1
2018-04-25T07:57:19Z,35KQR,5,0,1
2018-04-22T07:46:09Z,35KQR,5,6,1
2018-04-15T07:56:09Z,35KQR,5,0,1
2018-04-10T07:57:21Z,35KQR,5,0,1
2018-04-07T07:46:11Z,35KQR,5,6,1
2018-04-05T07:56:09Z,35KQR,5,0,1
2018-04-02T07:46:09Z,35KQR,5,6,1
2018-03-31T07:56:11Z,35KQR,5,0,1
2018-03-28T07:50:11Z,35KQR,5,10,1
2018-03-26T07:56:09Z,35KQR,5,0,1
2018-03-21T07:56:21Z,35KQR,5,0,1
2018-03-18T07:46:31Z,35KQR,5,6,1
2018-03-16T07:56:49Z,35KQR,5,0,1
2018-03-08T07:47:51Z,35KQR,5,6,1
2018-03-06T07:57:59Z,35KQR,5,0,1
2018-02-24T07:59:09Z,35KQR,5,0,1
2018-02-16T07:50:11Z,35KQR,5,6,1
2018-02-11T07:50:39Z,35KQR,5,6,1
2018-02-09T08:00:51Z,35KQR,5,0,1
2018-02-06T07:51:11Z,35KQR,5,10,1
2018-01-30T08:01:51Z,35KQR,5,0,1
2018-01-27T07:52:01Z,35KQR,5,10,1
2018-01-25T08:02:09Z,35KQR,5,0,1
2018-01-22T07:52:19Z,35KQR,5,5,1
2018-01-20T08:02:31Z,35KQR,5,0,1
2018-01-17T07:52:41Z,35KQR,5,6,1
2018-01-15T08:02:49Z,35KQR,5,0,1
2018-01-12T07:52:59Z,35KQR,5,10,1
2018-01-07T07:53:11Z,35KQR,5,6,1
2018-01-05T08:03:19Z,35KQR,5,0,1
2018-01-02T07:53:19Z,35KQR,5,6,1
2017-12-31T08:03:31Z,35KQR,5,0,1
2017-12-28T07:53:21Z,35KQR,5,6,1
2017-12-18T07:53:31Z,35KQR,5,6,1
2017-12-16T08:03:19Z,35KQR,5,0,1
2017-12-01T08:03:01Z,35KQR,5,0,1
2017-11-28T07:52:51Z,35KQR,5,10,1
2017-11-21T08:02:31Z,35KQR,5,0,1
2017-11-18T07:52:11Z,35KQR,5,6,1
2017-11-16T08:01:59Z,35KQR,5,0,1
2017-11-06T08:01:09Z,35KQR,5,0,1
2017-11-03T07:50:49Z,35KQR,5,10,1
2017-10-24T07:49:59Z,35KQR,5,6,1
2017-10-19T07:49:41Z,35KQR,5,6,1
2017-10-17T07:59:09Z,35KQR,5,0,1
2017-10-12T08:00:01Z,35KQR,5,0,1
2017-10-09T07:48:21Z,35KQR,5,10,1
2017-10-04T07:49:19Z,35KQR,5,6,1
2017-10-02T07:57:41Z,35KQR,5,0,1
2017-09-22T08:00:01Z,35KQR,5,0,1
2017-09-17T07:59:59Z,35KQR,5,0,0
2017-09-12T07:56:11Z,35KQR,5,0,0
2017-09-09T07:49:41Z,35KQR,5,5,0
2017-09-07T07:55:59Z,35KQR,5,0,0
2017-09-02T08:00:01Z,35KQR,5,0,0
2017-08-30T07:46:11Z,35KQR,5,5,0
2017-08-25T07:49:39Z,35KQR,5,6,0
2017-08-23T07:56:11Z,35KQR,5,0,0
2017-08-20T07:49:41Z,35KQR,5,10,0
2017-08-18T07:56:09Z,35KQR,5,0,0
2017-08-15T07:46:09Z,35KQR,5,6,0
2017-08-13T08:00:11Z,35KQR,5,0,0
2017-08-10T07:46:11Z,35KQR,5,6,0
2017-08-08T08:00:09Z,35KQR,5,0,0
2017-08-05T07:49:39Z,35KQR,5,6,0
2017-07-31T07:49:41Z,35KQR,5,10,0
2017-07-26T07:46:09Z,35KQR,5,5,0
2017-07-24T08:00:11Z,35KQR,5,0,0
2017-07-21T07:46:11Z,35KQR,5,6,0
2017-07-19T08:00:09Z,35KQR,5,0,0
2017-07-16T07:50:09Z,35KQR,5,5,0
2017-07-11T07:49:41Z,35KQR,5,10,0
2017-07-09T07:56:09Z,35KQR,5,0,0
2017-07-06T07:46:09Z,35KQR,5,5,0
2017-07-01T07:46:11Z,35KQR,5,6,0
2017-06-21T07:49:41Z,35KQR,5,6,0
2017-06-14T08:00:11Z,35KQR,5,0,0
2017-06-11T07:46:11Z,35KQR,5,6,0
2017-06-04T07:56:11Z,35KQR,5,0,0
2017-06-01T07:49:41Z,35KQR,5,5,0
2017-05-25T08:00:11Z,35KQR,5,0,0
2017-05-22T07:46:11Z,35KQR,5,5,0
2017-05-15T07:56:11Z,35KQR,5,0,0
2017-05-12T07:49:41Z,35KQR,5,6,0
2017-05-05T08:00:11Z,35KQR,5,0,0
2017-05-02T07:46:11Z,35KQR,5,4,0
2017-04-25T07:56:11Z,35KQR,5,0,0
2017-04-22T07:49:41Z,35KQR,5,10,0
2017-04-15T08:00:01Z,35KQR,5,0,0
2017-04-12T07:46:11Z,35KQR,5,5,0
2017-04-05T07:56:11Z,35KQR,5,0,0
2017-04-02T07:49:31Z,35KQR,5,10,0
2017-03-23T07:46:01Z,35KQR,5,10,0
2017-03-16T07:56:51Z,35KQR,5,0,0
2017-03-13T07:49:31Z,35KQR,5,6,0
2017-03-03T07:48:21Z,35KQR,5,10,0
2017-02-14T08:00:21Z,35KQR,5,0,0
2017-02-11T07:50:31Z,35KQR,5,10,0
2017-02-01T07:51:31Z,35KQR,5,10,0
2017-01-25T08:02:11Z,35KQR,5,0,0
2017-01-12T07:52:51Z,35KQR,5,6,0
2017-01-02T07:53:22Z,35KQR,5,10,0
2016-12-23T07:53:32Z,35KQR,5,6,0
2016-12-03T07:53:02Z,35KQR,5,10,0
2016-11-23T07:52:32Z,35KQR,5,6,0
2016-11-06T08:01:22Z,35KQR,5,0,0
2016-10-27T08:00:22Z,35KQR,5,0,0
2016-10-24T07:50:02Z,35KQR,5,10,0
2016-10-17T07:59:22Z,35KQR,5,0,0
2016-10-07T08:00:02Z,35KQR,5,0,0
2016-10-04T07:47:42Z,35KQR,5,6,0
2016-09-27T07:57:02Z,35KQR,5,0,0
2016-09-24T07:49:32Z,35KQR,5,6,0
2018-09-19T07:46:09Z,35KQR,6,6,1
2018-09-14T07:46:11Z,35KQR,6,6,1
2018-09-12T07:59:59Z,35KQR,6,0,1
2018-09-09T07:45:59Z,35KQR,6,6,1
2018-09-07T07:56:11Z,35KQR,6,0,1
2018-09-04T07:46:11Z,35KQR,6,6,1
2018-09-02T07:55:59Z,35KQR,6,0,1
2018-08-30T07:45:59Z,35KQR,6,6,1
2018-08-25T07:46:11Z,35KQR,6,6,1
2018-08-23T07:55:59Z,35KQR,6,0,1
2018-08-20T07:46:09Z,35KQR,6,6,1
2018-08-15T07:47:21Z,35KQR,6,6,1
2018-08-13T07:56:09Z,35KQR,6,0,1
2018-08-10T07:46:09Z,35KQR,6,6,1
2018-08-08T07:56:11Z,35KQR,6,0,1
2018-08-05T07:46:11Z,35KQR,6,6,1
2018-07-31T07:46:09Z,35KQR,6,6,1
2018-07-29T07:56:11Z,35KQR,6,0,1
2018-07-26T07:46:11Z,35KQR,6,6,1
2018-07-24T07:56:09Z,35KQR,6,0,1
2018-07-21T07:46:09Z,35KQR,6,6,1
2018-07-16T07:46:11Z,35KQR,6,6,1
2018-07-14T07:56:09Z,35KQR,6,0,1
2018-07-11T07:46:09Z,35KQR,6,6,1
2018-07-06T07:46:11Z,35KQR,6,10,1
2018-07-01T07:46:09Z,35KQR,6,6,1
2018-06-29T07:56:11Z,35KQR,6,0,1
2018-06-26T07:47:31Z,35KQR,6,6,1
2018-06-24T07:56:09Z,35KQR,6,0,1
2018-06-21T07:46:09Z,35KQR,6,10,1
2018-06-19T07:56:11Z,35KQR,6,0,1
2018-06-16T07:46:11Z,35KQR,6,6,1
2018-06-14T07:56:09Z,35KQR,6,0,1
2018-06-11T07:46:09Z,35KQR,6,6,1
2018-06-09T07:56:11Z,35KQR,6,0,1
2018-06-06T07:50:11Z,35KQR,6,6,1
2018-06-04T07:56:09Z,35KQR,6,0,1
2018-06-01T07:46:09Z,35KQR,6,6,1
2018-05-30T07:56:11Z,35KQR,6,0,1
2018-05-27T07:47:31Z,35KQR,6,6,1
2018-05-25T07:56:09Z,35KQR,6,0,1
2018-05-22T07:47:19Z,35KQR,6,6,1
2018-05-17T07:46:11Z,35KQR,6,6,1
2018-05-12T07:47:29Z,35KQR,6,6,1
2018-05-10T07:56:11Z,35KQR,6,0,1
2018-05-07T07:46:11Z,35KQR,6,6,1
2018-05-02T07:46:09Z,35KQR,6,10,1
2018-04-30T07:56:11Z,35KQR,6,0,1
2018-04-27T07:46:11Z,35KQR,6,6,1
2018-04-25T07:57:19Z,35KQR,6,0,1
2018-04-22T07:46:09Z,35KQR,6,6,1
2018-04-15T07:56:09Z,35KQR,6,0,1
2018-04-10T07:57:21Z,35KQR,6,0,1
2018-04-07T07:46:11Z,35KQR,6,6,1
2018-04-05T07:56:09Z,35KQR,6,0,1
2018-04-02T07:46:09Z,35KQR,6,6,1
2018-03-31T07:56:11Z,35KQR,6,0,1
2018-03-28T07:50:11Z,35KQR,6,10,1
2018-03-26T07:56:09Z,35KQR,6,0,1
2018-03-21T07:56:21Z,35KQR,6,0,1
2018-03-18T07:46:31Z,35KQR,6,6,1
2018-03-16T07:56:49Z,35KQR,6,0,1
2018-03-08T07:47:51Z,35KQR,6,6,1
2018-03-06T07:57:59Z,35KQR,6,0,1
2018-02-24T07:59:09Z,35KQR,6,0,1
2018-02-16T07:50:11Z,35KQR,6,6,1
2018-02-11T07:50:39Z,35KQR,6,6,1
2018-02-09T08:00:51Z,35KQR,6,0,1
2018-02-06T07:51:11Z,35KQR,6,10,1
2018-01-30T08:01:51Z,35KQR,6,0,1
2018-01-27T07:52:01Z,35KQR,6,10,1
2018-01-25T08:02:09Z,35KQR,6,0,1
2018-01-22T07:52:19Z,35KQR,6,5,1
2018-01-20T08:02:31Z,35KQR,6,0,1
2018-01-17T07:52:41Z,35KQR,6,6,1
2018-01-15T08:02:49Z,35KQR,6,0,1
2018-01-12T07:52:59Z,35KQR,6,10,1
2018-01-07T07:53:11Z,35KQR,6,6,1
2018-01-05T08:03:19Z,35KQR,6,0,1
2018-01-02T07:53:19Z,35KQR,6,6,1
2017-12-31T08:03:31Z,35KQR,6,0,1
2017-12-28T07:53:21Z,35KQR,6,6,1
2017-12-18T07:53:31Z,35KQR,6,6,1
2017-12-16T08:03:19Z,35KQR,6,0,1
2017-12-01T08:03:01Z,35KQR,6,0,1
2017-11-28T07:52:51Z,35KQR,6,10,1
2017-11-21T08:02:31Z,35KQR,6,0,1
2017-11-18T07:52:11Z,35KQR,6,6,1
2017-11-16T08:01:59Z,35KQR,6,0,1
2017-11-06T08:01:09Z,35KQR,6,0,1
2017-11-03T07:50:49Z,35KQR,6,10,1
2017-10-24T07:49:59Z,35KQR,6,6,1
2017-10-19T07:49:41Z,35KQR,6,6,1
2017-10-17T07:59:09Z,35KQR,6,0,1
2017-10-12T08:00:01Z,35KQR,6,0,1
2017-10-09T07:48:21Z,35KQR,6,10,1
2017-10-04T07:49:19Z,35KQR,6,6,1
2017-10-02T07:57:41Z,35KQR,6,0,1
2017-09-22T08:00:01Z,35KQR,6,0,1
2017-09-17T07:59:59Z,35KQR,6,0,0
2017-09-12T07:56:11Z,35KQR,6,0,0
2017-09-09T07:49:41Z,35KQR,6,5,0
2017-09-07T07:55:59Z,35KQR,6,0,0
2017-09-02T08:00:01Z,35KQR,6,0,0
2017-08-30T07:46:11Z,35KQR,6,5,0
2017-08-25T07:49:39Z,35KQR,6,6,0
2017-08-23T07:56:11Z,35KQR,6,0,0
2017-08-20T07:49:41Z,35KQR,6,10,0
2017-08-18T07:56:09Z,35KQR,6,0,0
2017-08-15T07:46:09Z,35KQR,6,6,0
2017-08-13T08:00:11Z,35KQR,6,0,0
2017-08-10T07:46:11Z,35KQR,6,6,0
2017-08-08T08:00:09Z,35KQR,6,0,0
2017-08-05T07:49:39Z,35KQR,6,6,0
2017-07-31T07:49:41Z,35KQR,6,10,0
2017-07-26T07:46:09Z,35KQR,6,5,0
2017-07-24T08:00:11Z,35KQR,6,0,0
2017-07-21T07:46:11Z,35KQR,6,6,0
2017-07-19T08:00:09Z,35KQR,6,0,0
2017-07-16T07:50:09Z,35KQR,6,5,0
2017-07-11T07:49:41Z,35KQR,6,10,0
2017-07-09T07:56:09Z,35KQR,6,0,0
2017-07-06T07:46:09Z,35KQR,6,5,0
2017-07-01T07:46:11Z,35KQR,6,6,0
2017-06-21T07:49:41Z,35KQR,6,6,0
2017-06-14T08:00:11Z,35KQR,6,0,0
2017-06-11T07:46:11Z,35KQR,6,5,0
2017-06-04T07:56:11Z,35KQR,6,0,0
2017-06-01T07:49:41Z,35KQR,6,5,0
2017-05-25T08:00:11Z,35KQR,6,0,0
2017-05-22T07:46:11Z,35KQR,6,5,0
2017-05-15T07:56:11Z,35KQR,6,0,0
2017-05-12T07:49:41Z,35KQR,6,6,0
2017-05-05T08:00:11Z,35KQR,6,0,0
2017-05-02T07:46:11Z,35KQR,6,4,0
2017-04-25T07:56:11Z,35KQR,6,0,0
2017-04-22T07:49:41Z,35KQR,6,10,0
2017-04-15T08:00:01Z,35KQR,6,0,0
2017-04-12T07:46:11Z,35KQR,6,5,0
2017-04-05T07:56:11Z,35KQR,6,0,0
2017-04-02T07:49:31Z,35KQR,6,10,0
2017-03-23T07:46:01Z,35KQR,6,10,0
2017-03-16T07:56:51Z,35KQR,6,0,0
2017-03-13T07:49:31Z,35KQR,6,6,0
2017-03-03T07:48:21Z,35KQR,6,10,0
2017-02-14T08:00:21Z,35KQR,6,0,0
2017-02-11T07:50:31Z,35KQR,6,10,0
2017-02-01T07:51:31Z,35KQR,6,10,0
2017-01-25T08:02:11Z,35KQR,6,0,0
2017-01-12T07:52:51Z,35KQR,6,6,0
2017-01-02T07:53:22Z,35KQR,6,10,0
2016-12-23T07:53:32Z,35KQR,6,6,0
2016-12-03T07:53:02Z,35KQR,6,10,0
2016-11-23T07:52:32Z,35KQR,6,6,0
2016-11-06T08:01:22Z,35KQR,6,0,0
2016-10-27T08:00:22Z,35KQR,6,0,0
2016-10-24T07:50:02Z,35KQR,6,10,0
2016-10-17T07:59:22Z,35KQR,6,0,0
2016-10-07T08:00:02Z,35KQR,6,0,0
2016-10-04T07:47:42Z,35KQR,6,6,0
2016-09-27T07:57:02Z,35KQR,6,0,0
2016-09-24T07:49:32Z,35KQR,6,6,0
2018-09-19T07:46:09Z,35KQR,7,6,1
2018-09-14T07:46:11Z,35KQR,7,6,1
2018-09-12T07:59:59Z,35KQR,7,0,1
2018-09-09T07:45:59Z,35KQR,7,6,1
2018-09-07T07:56:11Z,35KQR,7,0,1
2018-09-04T07:46:11Z,35KQR,7,6,1
2018-09-02T07:55:59Z,35KQR,7,0,1
2018-08-30T07:45:59Z,35KQR,7,6,1
2018-08-25T07:46:11Z,35KQR,7,6,1
2018-08-23T07:55:59Z,35KQR,7,0,1
2018-08-20T07:46:09Z,35KQR,7,6,1
2018-08-15T07:47:21Z,35KQR,7,6,1
2018-08-13T07:56:09Z,35KQR,7,0,1
2018-08-10T07:46:09Z,35KQR,7,6,1
2018-08-08T07:56:11Z,35KQR,7,0,1
2018-08-05T07:46:11Z,35KQR,7,6,1
2018-07-31T07:46:09Z,35KQR,7,6,1
2018-07-29T07:56:11Z,35KQR,7,0,1
2018-07-26T07:46:11Z,35KQR,7,6,1
2018-07-24T07:56:09Z,35KQR,7,0,1
2018-07-21T07:46:09Z,35KQR,7,6,1
2018-07-16T07:46:11Z,35KQR,7,6,1
2018-07-14T07:56:09Z,35KQR,7,0,1
2018-07-11T07:46:09Z,35KQR,7,6,1
2018-07-06T07:46:11Z,35KQR,7,10,1
2018-07-01T07:46:09Z,35KQR,7,6,1
2018-06-29T07:56:11Z,35KQR,7,0,1
2018-06-26T07:47:31Z,35KQR,7,6,1
2018-06-24T07:56:09Z,35KQR,7,0,1
2018-06-21T07:46:09Z,35KQR,7,10,1
2018-06-19T07:56:11Z,35KQR,7,0,1
2018-06-16T07:46:11Z,35KQR,7,6,1
2018-06-14T07:56:09Z,35KQR,7,0,1
2018-06-11T07:46:09Z,35KQR,7,6,1
2018-06-09T07:56:11Z,35KQR,7,0,1
2018-06-06T07:50:11Z,35KQR,7,6,1
2018-06-04T07:56:09Z,35KQR,7,0,1
2018-06-01T07:46:09Z,35KQR,7,6,1
2018-05-30T07:56:11Z,35KQR,7,0,1
2018-05-27T07:47:31Z,35KQR,7,6,1
2018-05-25T07:56:09Z,35KQR,7,0,1
2018-05-22T07:47:19Z,35KQR,7,6,1
2018-05-17T07:46:11Z,35KQR,7,6,1
2018-05-12T07:47:29Z,35KQR,7,6,1
2018-05-10T07:56:11Z,35KQR,7,0,1
2018-05-07T07:46:11Z,35KQR,7,6,1
2018-05-02T07:46:09Z,35KQR,7,10,1
2018-04-30T07:56:11Z,35KQR,7,0,1
2018-04-27T07:46:11Z,35KQR,7,6,1
2018-04-25T07:57:19Z,35KQR,7,0,1
2018-04-22T07:46:09Z,35KQR,7,6,1
2018-04-15T07:56:09Z,35KQR,7,0,1
2018-04-10T07:57:21Z,35KQR,7,0,1
2018-04-07T07:46:11Z,35KQR,7,6,1
2018-04-05T07:56:09Z,35KQR,7,0,1
2018-04-02T07:46:09Z,35KQR,7,6,1
2018-03-31T07:56:11Z,35KQR,7,0,1
2018-03-28T07:50:11Z,35KQR,7,10,1
2018-03-26T07:56:09Z,35KQR,7,0,1
2018-03-21T07:56:21Z,35KQR,7,0,1
2018-03-18T07:46:31Z,35KQR,7,6,1
2018-03-16T07:56:49Z,35KQR,7,0,1
2018-03-08T07:47:51Z,35KQR,7,6,1
2018-03-06T07:57:59Z,35KQR,7,0,1
2018-02-24T07:59:09Z,35KQR,7,0,1
2018-02-16T07:50:11Z,35KQR,7,6,1
2018-02-11T07:50:39Z,35KQR,7,6,1
2018-02-09T08:00:51Z,35KQR,7,0,1
2018-02-06T07:51:11Z,35KQR,7,10,1
2018-01-30T08:01:51Z,35KQR,7,0,1
2018-01-27T07:52:01Z,35KQR,7,10,1
2018-01-25T08:02:09Z,35KQR,7,0,1
2018-01-22T07:52:19Z,35KQR,7,5,1
2018-01-20T08:02:31Z,35KQR,7,0,1
2018-01-17T07:52:41Z,35KQR,7,6,1
2018-01-15T08:02:49Z,35KQR,7,0,1
2018-01-12T07:52:59Z,35KQR,7,10,1
2018-01-07T07:53:11Z,35KQR,7,6,1
2018-01-05T08:03:19Z,35KQR,7,0,1
2018-01-02T07:53:19Z,35KQR,7,6,1
